Name,Original Price,Discounted Price,Discount Percent,Premium,quantity,Rating,Review Count,Delivery Time,Category,selling price
Garnier Charcoal Mask,115,51,55.65,No,28 g,4.5,115,6 mins,skin care,64
Fem Fairness Naturals Gold Skin Bleach,68,12,82.35,No,24 g,4.7,68,6 mins,skin care,56
Pond's Super Light Gel Oil,310,114,63.23,No,100 ml,4.8,310,6 mins,skin care,196
Cetaphil Gentle Skin Cleanser,429,51,88.11,No,125 ml,4.7,429,6 mins,skin care,378
Quench Vitamin C Instaglow Sheet Mask,99,13,86.87,No,125 ml,,431,6 mins,skin care,86
Kerala Ayurveda Nalpamaradi Keram Removes Tan,100,11,89,No,125 ml,4.8,158,10 mins,skin care,89
Minimalist SPF 50 PA++++ Multi,399,20,94.99,No,50 g,4.7,399,6 mins,skin care,379
Wishcare Niacinamide Oil Balance Fluid Sunscreen SPF 50 PA++++,499,75,84.97,No,50 g,4.8,790,6 mins,skin care,424
The Face Shop Real Nature Green Tea Face Mask,100,38,62,No,20 g,,206,10 mins,skin care,62
VLCC Ayurveda Multani Mitti Face Pack,159,11,93.08,No,20 g,4.9,243,10 mins,skin care,148
SUGAR POP Nourishing Lip Balm 07 Plum,149,24,83.89,No,20 g,4.8,149,6 mins,skin care,125
Everyuth Naturals Nourishing Aloe Vera,120,39,67.5,No,150 g,4.6,150,6 mins,skin care,81
SPF 50 PA+++,445,58,86.97,No,50 g,4.7,445,6 mins,skin care,387
Plix The Plant Fix Jamun Acne Spot Corrector Gel For Active Acne,450,117,74,No,15 g,4.8,111,10 mins,skin care,333
Dr. Sheth'S Kesar,299,29,,No,30 g,4.6,101,10 mins,skin care,270
Lakme Sun Expert SPF 30 PA++ Super Matte Lotion Sunscreen,299,86,71.24,No,50 ml,4.4,745,10 mins,skin care,213
JOY Revivify Hello Sun Ultra Matte Dry Touch SPF 50,325,127,60.92,No,50 ml,4.5,128,10 mins,skin care,198
Biotique Fruit Brightening Depigmentation,150,15,,No,50 ml,4.6,995,6 mins,skin care,135
Biotique Fruit Brightening Depigmentation,349,17,95.13,No,50 g,4.7,349,6 mins,skin care,332
Khadi Natural Pure Rose Water Skin Toner,249,108,56.63,No,210 ml,4.7,89,6 mins,skin care,141
Nivea Lip Balm Original Care for 24h Moisture ,175,50,71.43,No,8 g,4.7,175,6 mins,skin care,125
Conscious Chemist Retinol Body Cream ,499,223,55.31,No,100 g,4.5,114,6 mins,skin care,276
Everyuth Naturals Advanced Golden Glow Peel Off Mask,210,75,64.29,No,100 g,4.5,210,6 mins,skin care,135
Himalaya Wellness Company Dark Spot Cl Turmeri Face Scrub,210,38,81.9,No,100 g,4.5,210,10 mins,skin care,172
