product_name,original_price,discounted_price,discount_percent,premium,quantity,rating,review_count,delivery_time,category,selling_price
Limca Lemon Soft Drink Combo,90,20,77,No,100 g,4.6,471,8,cool drink,70
Mountain Dew Lemon Soft Drink Combo,80,26,67,No,100 g,4.7,856,8,cool drink,54
Mountain Dew Lemon Soft Drink,40,9,77,No,100 g,4.6,300,8,cool drink,31
Paper Boat Orange Juice,40,6,85,No,100 g,4.5,250,8,cool drink,34
Paper Boat Swing Jeera Soft Drink,50,3,94,No,100 g,4.6,600,8,cool drink,47
Diet Coke Cola Diet Soft Drink Can Combo,80,14,82,No,100 g,4.3,280,8,cool drink,66
Sting Energy Drink Combo,80,12,85,No,100 g,4.2,741,8,cool drink,68
Sprite Lemon and Lime Soft Drink Can Combo,160,24,85,No,100 g,4.5,104,8,cool drink,136
Aloha Strawberry and Lime Flavoured Soft Drink,30,4,86,No,300 ml,4.6,300,8,cool drink,26
Sprite Lemon and Lime Soft Drink Combo,180,40,77,No,300 ml,4.5,497,8,cool drink,140
Sprite Lemon and Lime Soft Drink Combo,80,12,85,No,300 ml,4.5,473,8,cool drink,68
Diet Coke Cola Diet Soft Drink Can Combo,240,42,82,No,300 ml,4.5,279,8,cool drink,198
Pepsi Soft Drink Combo,200,60,70,No,300 ml,4.4,920,8,cool drink,140
Fanta Orange Flavoured Soft Drink Combo,90,20,77,No,300 ml,4.4,583,8,cool drink,70
Pepsi Black Cola Diet Soft Drink Combo,80,26,67,No,300 ml,4.7,704,8,cool drink,54
Bisleri Limonata Lemon and Mint Soft Drink Combo,80,20,75,No,300 ml,4.2,233,8,cool drink,60
Mirinda Orange Flavoured Soft Drink Combo,200,56,72,No,300 ml,4.4,333,8,cool drink,144
Pepsi Soft Drink Combo,160,28,82,No,300 ml,4.3,470,8,cool drink,132
Sting Energy Drink Combo,40,6,85,No,300 ml,4.5,243,8,cool drink,34
Coke Zero Cola Diet Soft Drink Combo,90,24,73,No,300 ml,4.3,457,8,cool drink,66
Pepsi Black Cola Diet Soft Drink Combo,160,52,67,No,300 ml,4.4,435,8,cool drink,108
Coca Cola Soft Drink Can Combo,160,32,80,No,300 ml,4.4,224,8,cool drink,128
Fanta Orange Flavoured Soft Drink,110,20,81,No,300 ml,4.5,923,8,cool drink,90
Sting Energy Drink Combo,120,18,85,No,300 ml,4.6,467,8,cool drink,102
7UP Nimbooz Soft Drink Combo,69,12,82,No,300 ml,4.2,602,8,cool drink,57
Coca Cola Soft Drink Can Combo,120,24,80,No,300 ml,4.7,615,8,cool drink,96
Mountain Dew Citrus Soft Drink Combo,80,14,82,No,300 ml,4.2,323,8,cool drink,66
Mirinda Orange Flavoured Soft Drink Combo,300,84,72,No,300 ml,4.2,718,8,cool drink,216
Predator Energy Drink Combo,120,24,80,No,300 ml,4.4,342,8,cool drink,96
Pepsi Zero Sugar Soft Drink Combo,80,4,95,No,300 ml,4.2,472,8,cool drink,76
Coca,120,27,77,No,300 ml,4.5,303,8,cool drink,93
HELL Energy Drink Combo,240,28,88,No,100 ml,4.2,847,8,cool drink,212
Sprite Zero Lemon Diet Soft Drink Can Combo,120,33,72,No,100 ml,4.2,357,8,cool drink,87
Bisleri Pop Orange Soft Drink Combo,130,30,77,No,100 ml,4.5,212,8,cool drink,100
7 Up Lemon Soft Drink Combo,160,36,77,No,100 ml,4.7,966,8,cool drink,124
HELL Energy Drink Combo,120,8,93,No,100 ml,4.3,660,8,cool drink,112
Pepsi Soft Drink Combo,80,8,90,No,100 ml,4.4,272,8,cool drink,72
Pepsi Soft Drink Combo,300,90,70,No,100 ml,4.7,735,8,cool drink,210
Sting Energy Drink Combo,60,9,85,No,100 ml,4.6,934,8,cool drink,51
Gatorade Blue Bolt Zero Sugar Energy Drink Combo,80,4,95,No,100 ml,4.6,881,8,cool drink,76
Gatorade Blue Bolt Zero Sugar Energy Drink Combo,40,2,95,No,100 ml,4.2,946,8,cool drink,38
7UP Nimbooz Soft Drink Combo,138,24,82,No,100 ml,4.6,991,8,cool drink,114
Thums Up Soft Drink Combo,320,56,82,No,100 ml,4.7,239,8,cool drink,264
Mountain Dew Citrus Soft Drink Combo,120,12,90,No,100 ml,4.2,559,8,cool drink,108
Coca Cola Soft Drink Combo,180,40,77,No,100 ml,4.5,572,8,cool drink,140
Mountain Dew Citrus Soft Drink Combo,180,36,80,No,100 ml,4.3,285,8,cool drink,144
Pepsi Soft Drink Combo,160,32,80,No,100 ml,4.2,363,8,cool drink,128
Limca Lemon Soft Drink Combo,180,40,77,No,100 ml,4.6,628,8,cool drink,140
Gatorade Lemon Zero Sugar Energy Drink Combo,40,2,95,No,100 ml,4.7,360,8,cool drink,38
Coca Cola Soft Drink Combo,135,30,77,No,100 ml,4.4,397,8,cool drink,105
Thums Up Soft Drink Combo,480,84,82,No,100 ml,4.4,348,8,cool drink,396
Coke Zero Cola Diet Soft Drink Combo,135,36,73,No,100 ml,4.7,772,8,cool drink,99
Gatorade Lemon Zero Sugar Energy Drink Combo,60,3,95,No,100 ml,4.2,601,8,cool drink,57
Predator Energy Drink Combo,240,48,80,No,100 ml,4.4,497,8,cool drink,192
Bisleri Limonata Lemon and Mint Soft Drink Combo,120,30,75,No,100 ml,4.7,237,8,cool drink,90
Fanta Orange Flavoured Soft Drink Combo,180,40,77,No,150 ml,4.2,887,8,cool drink,140
Coke Zero Cola Diet Soft Drink Combo,270,72,73,No,150 ml,4.7,592,8,cool drink,198
Sprite Lemon Soft Drink Combo,320,56,82,No,150 ml,4.2,360,8,cool drink,264
Gatorade Blue Bolt Zero Sugar Energy Drink Combo,60,3,95,No,150 ml,4.3,279,8,cool drink,57
Red Bull Energy Drink Combo,250,30,88,No,150 ml,4.5,68,8,cool drink,220
Monster Energy Drink Combo,250,88,64,No,150 ml,4.3,716,8,cool drink,162
Pepsi Soft Drink,98,16,83,No,750 ml,4.6,869,8,cool drink,82
Sprite Soft Drink Pet,128,23,82,No,100 ml,4.6,921,8,cool drink,105
7UP Nimbooz Soft Drink Combo,92,16,82,No,100 ml,4.7,205,8,cool drink,76
Sprite Lemon and Lime Soft Drink Can Combo,120,18,85,No,100 ml,4.7,243,8,cool drink,102
Limca Lemon Soft Drink Combo,135,30,77,No,100 ml,4.5,710,8,cool drink,105
Coke Zero Cola Diet Soft Drink Combo,180,48,73,No,100 ml,4.7,795,8,cool drink,132
Mirinda Orange Soft Drink Combo,120,27,77,No,100 ml,4.7,515,8,cool drink,93
Mirinda Orange Soft Drink Combo,160,36,77,No,100 ml,4.2,222,8,cool drink,124
Limca Soft Drink Pet,103,18,82,No,750 ml,4.6,731,8,cool drink,85
Mirinda Orange Flavoured Soft Drink Combo,160,36,77,No,150 ml,4.6,457,8,cool drink,124
Fast,180,55,69,No,500 ml,4.6,184,8,cool drink,125
Coke Zero Cola Diet Soft Drink Can Combo,200,45,77,No,500 ml,4.2,169,8,cool drink,155
Fanta Orange Flavoured Soft Drink Combo,135,30,77,No,500 ml,4.6,841,8,cool drink,105
Coca Cola Zero Sugar Soft Drink Can Combo,160,36,77,No,500 ml,4.4,765,8,cool drink,124
Coke Zero Cola Diet Soft Drink Can Combo,240,54,77,No,500 ml,4.4,988,8,cool drink,186
Gatorade Orange Zero Sugar Energy Drink Combo,80,4,95,No,500 ml,4.6,909,8,cool drink,76
HELL Energy Drink Combo,180,15,91,No,500 ml,4.3,514,8,cool drink,165
Red Bull Energy Drink Combo,500,60,88,No,500 ml,4.5,476,8,cool drink,440
Coolberg Peach Non Alcoholic Beer Combo,297,36,87,No,500 ml,4.2,236,8,cool drink,261
Coca Cola Soft Drink Combo,480,87,81,No,500 ml,4.7,244,8,cool drink,393
Thums Up Soft Drink,103,17,83,No,750 ml,4.2,980,8,cool drink,86
Monster Energy Drink Combo,500,176,64,No,750 ml,4.4,468,8,cool drink,324
Pepsi Cola Soft Drink Combo,480,158,67,No,750 ml,4.2,687,8,cool drink,322
Red Bull Energy Drink Combo,375,45,88,No,750 ml,4.3,988,8,cool drink,330
Red Bull Energy Drink Combo,330,60,81,No,750 ml,4.5,747,8,cool drink,270
Coolberg Cranberry Non Alcoholic Beer Combo,327,39,88,No,750 ml,4.5,293,8,cool drink,288
Gatorade Lemon Zero Sugar Energy Drink Combo,80,4,95,No,750 ml,4.3,614,8,cool drink,76
Gatorade Blue Bolt Zero Sugar Energy Drink Combo,100,6,94,No,750 ml,4.3,761,8,cool drink,94
Monster Energy Ultra Zero Sugar Combo,250,82,67,No,750 ml,4.3,729,8,cool drink,168
Fast,120,60,50,No,750 ml,4.5,798,8,cool drink,60
Coolberg Strawberry Non Alcoholic Beer Combo,327,42,87,No,750 ml,4.5,553,8,cool drink,285
Coca Cola Soft Drink Combo,320,58,81,No,750 ml,4.2,222,8,cool drink,262
Red Bull Energy Drink Combo,330,60,81,No,750 ml,4.6,815,8,cool drink,270
Red Bull Energy Drink Combo,660,120,81,No,750 ml,4.4,776,8,cool drink,540
Red Bull Energy Drink,250,42,83,No,250 ml,4.6,305,8,cool drink,208
Red Bull Energy Drink Combo,250,30,88,No,250 ml,4.2,926,8,cool drink,220
Red Bull Energy Drink,290,57,80,No,250 ml,4.6,799,8,cool drink,233
Coke Zero Cola Diet Soft Drink Combo,320,18,94,No,250 ml,4.6,444,8,cool drink,302
Fast,240,104,56,No,250 ml,4.5,249,8,cool drink,136
Fast,180,90,50,No,250 ml,4.6,552,8,cool drink,90
Happi Planet Organic Front,598,118,80,No,2 l,4.5,439,20,detergent,480
Surf Excel Matic Top Load Detergent Liquid,573,129,77,No,2 l,4.7,573,5,detergent,444
Godrej Fab Machine,99,15,84,No,950 ml,4.8,950,5,detergent,84
Ghadi Detergent Powder,71,17,76,No,850 ml,4.6,71,5,detergent,54
Rin Detergent Powder,100,7,93,No,850 ml,4.8,100,5,detergent,93
Surf Excel Matic Express Clean,235,31,86,No,830 ml,4.8,144,5,detergent,204
Surf Excel Easy Wash Detergent Powder,1030,311,69,No,7 kg,4.7,1030,5,detergent,719
Rin Matic Top Load Detergent Liquid,249,71,71,No,2 l,4.8,249,5,detergent,178
IFB essentials Fluff Front Load Liquid Detergent,360,38,89,No,2 l,4.5,168,5,detergent,322
Smart One Active Wash Detergent Liquid Floral Fragrance,100,9,91,No,2 l,4.6,100,5,detergent,91
Tide Plus Jasmine,138,18,86,No,1 kg,4.7,138,5,detergent,120
Surf Excel Matic Front Load Detergent Liquid,539,71,86,No,2 l,4.8,539,5,detergent,468
Surf Excel Matic Front Load Detergent Liquid,858,159,81,No,5 l,4.8,858,5,detergent,699
Wheel Detergent Powder,236,21,91,No,4 kg,4.7,236,5,detergent,215
Surf Excel Easy Wash Detergent Powder,152,16,89,No,1 kg,4.8,152,5,detergent,136
Surf Excel Easy Wash Detergent Powder,770,203,73,No,5 kg,4.8,770,5,detergent,567
Surf Excel Detergent Bar,900,1,88,No,90 g,4.7,90,5,detergent,899
Ghadi Detergent Powder,210,47,77,No,3 l,4.6,210,5,detergent,163
Ariel Stain Removal Front Load Washing Machine Detergent Liquid,839,290,65,No,4 l,4.6,839,5,detergent,549
Ariel Matic Detergent Powder Front Load Liquid ,1250,67,94,No,5 l,4.7,881,5,detergent,1183
Surf Excel Quick Wash Detergent Powder,103,15,85,No,500 g,4.7,500,5,detergent,88
Morelight Extra Power Detergent Powder,472,199,57,No,4 kg,4.7,472,5,detergent,273
Ariel Matic Detergent Powder Top Load Liquid ,1150,61,94,No,3 l,4.5,190,5,detergent,1089
Ariel Stain Removal Top Load Washing Machine Detergent Liquid,749,261,65,No,4 l,4.6,749,5,detergent,488
Beco Top Load Laundry Detergent Liquid,220,94,57,No,960 ml,4.4,960,5,detergent,126
Ariel Stain Removal Top Load Washing Machine Detergent Liquid,185,3,98,No,950 ml,4.7,950,5,detergent,182
Ariel Stain Removal Front Load Washing Machine Detergent Liquid,1185,424,64,No,6 l,4.5,1185,5,detergent,761
Ariel Stain Removal Top Load Washing Machine Detergent Liquid,1009,384,61,No,6 l,4.8,1009,5,detergent,625
Tide Plus Lemon,138,10,92,No,1 kg,4.8,138,5,detergent,128
Ariel Stain Removal Top Load Washing Machine Detergent Liquid,329,48,85,No,2 l,4.7,329,5,detergent,281
Godrej Genteel Matic Top Load Detergent Liquid Pouch,320,70,78,No,2 l,4.8,320,5,detergent,250
Surf Excel Matic Top Load Detergent Liquid Refill,225,19,91,No,2 l,4.7,225,5,detergent,206
Surf Excel Matic Top Load Detergent Liquid,740,161,78,No,5 l,4.8,740,5,detergent,579
Tide Plus Lemon,285,38,86,No,2 kg,4.8,285,5,detergent,247
Rin Detergent Powder,224,22,90,No,2 kg,4.6,593,5,detergent,202
Surf Excel Easy Wash Detergent Powder,235,40,82,No,5 kg,4.8,235,5,detergent,195
SafeWash Top Load Matic Premium Detergent Liquid,430,175,59,No,2 l,4.8,430,5,detergent,255
Surf Excel Detergent Bar,128,15,88,No,200 g,4.7,200,5,detergent,113
Tide Plus Jasmine,980,301,69,No,8 kg,4.7,980,5,detergent,679
Surf Excel Easy Wash Liquid Detergent,205,11,94,No,1 l,4.7,326,5,detergent,194
Rin Detergent Bar,100,14,86,No,250 g,4.7,250,5,detergent,86
Rin Advanced Detergent Powder,740,96,87,No,7 kg,4.8,101,20,detergent,644
Surf Excel Quick Wash Detergent Powder,206,27,86,No,1 kg,4.7,206,5,detergent,179
Rin Detergent Bar,155,17,89,No,250 g,4.7,826,5,detergent,138
Ariel Stain Removal Top Load Washing Machine Detergent Liquid,599,201,66,No,3 l,4.5,599,5,detergent,398
Mr. White Detergent Powder,660,230,65,No,7 kg,4.6,660,5,detergent,430
Mr. White Detergent Powder,375,98,73,No,4 kg,4.9,375,20,detergent,277
Ariel Complete Detergent Powder,342,41,88,No,1 kg,4.8,500,5,detergent,301
Ariel Perfect Wash Detergent Powder,799,267,66,No,5 kg,4.6,176,20,detergent,532
Tide Plus Jasmine,270,26,90,No,2 kg,4.7,270,5,detergent,244
Tide Matic Top Load Detergent Liquid,275,40,85,No,2 l,4.5,275,5,detergent,235
Ariel Complete Detergent Powder,1450,599,58,No,4 kg,4.8,1450,5,detergent,851
SafeWash Colour Protection Stain Removal Expert Detergent Liquid,299,50,83,No,1 l,4.3,299,5,detergent,249
Tide Plus Jasmine,785,112,85,No,6 kg,4.8,785,5,detergent,673
Tazo Green Apple Natural Laundry Detergent Liquid,329,109,66,No,800 ml,4.3,962,20,detergent,220
Happi Planet Organic Front,299,59,80,No,800 ml,4.9,117,20,detergent,240
Tide White Detergent Bar Soap,115,11,90,No,800 ml,4.7,747,5,detergent,104
Tide Plus Lavender Detergent Powder,980,299,69,No,8 kg,4.8,788,5,detergent,681
Tazo Dahlia Natural Laundry Detergent Liquid,329,110,66,No,900 ml,4.2,508,20,detergent,219
Ujala Top Load Liquid Detergent for Tough Stains and Fresh Fragrance,700,321,54,No,4 l,4.9,166,5,detergent,379
Vanish WHite Chlorine Bleach,265,45,83,No,800 ml,4.6,983,5,detergent,220
Tide Plus Jasmine,1330,387,70,No,12 kg,4.7,1330,5,detergent,943
Godrej Ezee Detergent Liquid For Winterwear,430,104,75,No,2 kg,4.6,430,5,detergent,326
Henko Matic Top Load Detergent Liquid,310,62,80,No,2 l,4.8,726,5,detergent,248
Henko Detergent Bar for Powerful Stain ,135,41,69,No,1 kg,4.8,742,5,detergent,94
Ariel Matic Top Load Liquid Detergent,749,265,64,No,850 ml,4.8,151,5,detergent,484
Proklean Profab Natural Eco,325,41,87,No,850 ml,4.2,830,20,detergent,284
Proklean New Profab Eco,1400,480,65,No,850 ml,4.3,974,20,detergent,920
Selzer Ultrashine Liquid Detergent ,449,180,59,No,850 ml,4.5,58,20,detergent,269
Surf Excel Matic Top Load Detergent Liquid,718,113,84,No,4 l,4.6,718,5,detergent,605
Herbal Strategi Laundry Detergent Liquid,240,12,95,No,500 ml,4.8,80,20,detergent,228
Awenest Certified Toxin,920,113,87,No,600 ml,4.3,689,20,detergent,807
Surf Excel Quick Wash Detergent Powder,750,32,95,No,4 kg,4.7,750,20,detergent,718
Morelight Detergent Powder,1200,559,53,No,10 kg,4.2,864,20,detergent,641
Rin Detergent Bar Combo,60,9,85,No,200 ml,4.2,421,5,detergent,51
Rin Fabric Whitener,90,13,85,No,500 ml,4.7,500,5,detergent,77
Surf Excel Detergent Bar Combo,136,20,85,No,500 ml,4.5,911,5,detergent,116
Beco Front Load Laundry Detergent Liquid,250,116,53,No,500 ml,4.2,960,5,detergent,134
Surf Excel Easy Wash Detergent Powder Combo,304,32,89,No,500 ml,4.5,637,5,detergent,272
Tide Plus Lemon,276,20,92,No,500 ml,4.4,936,5,detergent,256
Rin Matic Front Load Detergent Liquid,312,108,65,No,2 l,4.7,312,5,detergent,204
Surf Excel Quick Wash Detergent Powder Combo,206,30,85,No,500 ml,4.2,296,5,detergent,176
Ariel Stain Removal Front Load Washing Machine Detergent Liquid,209,25,88,No,950 ml,4.7,950,5,detergent,184
Surf Excel Matic Front Load Detergent Liquid Refill,255,28,89,No,950 ml,4.7,255,5,detergent,227
Surf Excel Easy Wash Detergent Powder Combo,470,80,82,No,950 ml,4.3,815,5,detergent,390
Rin Detergent Bar Combo,40,6,85,No,200 ml,4.6,772,5,detergent,34
Ariel Matic Top Load Detergent Powder,595,200,66,No,2 kg,4.7,595,5,detergent,395
Tide Matic Front Load Detergent Liquid ,192,19,90,No,850 ml,4.6,805,5,detergent,173
Tide Matic Front Load Detergent Liquid,405,61,84,No,2 l,4.7,405,5,detergent,344
Ariel Stain Removal Front Load Washing Machine Detergent Liquid,379,70,81,No,2 l,4.7,379,5,detergent,309
Tide Plus Jasmine,276,36,86,No,500 ml,4.7,844,5,detergent,240
Ariel Stain Removal Front Load Washing Machine Detergent Liquid,685,219,68,No,1 l,4.7,685,5,detergent,466
Surf Excel Matic Front Load Detergent Liquid Refill,364,70,80,No,2 l,4.7,364,5,detergent,294
Surf Excel Detergent Bar Combo,68,10,85,No,200 ml,4.4,445,5,detergent,58
Ariel Matic Front Load Detergent Powder,660,219,66,No,2 kg,4.5,660,5,detergent,441
Surf Excel Matic Top Load Detergent Powder,540,52,90,No,2 kg,4.2,487,5,detergent,488
SafeWash Front Load Matic Premium Detergent Liquid,490,198,59,No,2 l,4.6,490,5,detergent,292
Surf Excel Bar,186,21,88,No,1 kg,4.7,54,5,detergent,165
Rin Detergent Powder Combo,300,21,93,No,800 ml,4.4,658,5,detergent,279
Rin Detergent Powder Combo,200,14,93,No,800 ml,4.2,856,5,detergent,186
Surf Excel Detergent Bar Combo,102,15,85,No,800 ml,4.2,315,5,detergent,87
Ariel Matic Front Load Liquid Detergent,219,11,94,No,900 ml,4.4,76,20,detergent,208
Tide Plus Jasmine,2230,686,69,No,2 l,4.6,211,5,detergent,1544
Beco Front Load Laundry Detergent Liquid Combo,500,232,53,No,2 l,4.7,895,5,detergent,268
Ariel Matic Top Load Detergent Powder,1785,600,66,No,2 l,4.5,655,5,detergent,1185
Beco Top Load Laundry Detergent Liquid Combo,440,188,57,No,2 l,4.7,437,5,detergent,252
Surf Excel Matic Front Load Detergent Liquid Refill,510,56,89,No,2 l,4.2,960,5,detergent,454
Surf Excel Matic Front Load Detergent Powder,1475,371,74,No,5 kg,4.6,1475,5,detergent,1104
Ghadi Detergent Powder,289,80,72,No,3 kg,4.5,420,5,detergent,209
Surf Excel Matic Front Load Detergent Powder,600,58,90,No,2 kg,4.6,600,5,detergent,542
Surf Excel Matic Top Load Detergent Liquid Refill,450,38,91,No,850 ml,4.7,213,5,detergent,412
Rin Detergent Bar Combo,200,28,86,No,430 ml,4.2,329,5,detergent,172
Comfort After Wash Morning Fresh Fabric Conditioner,345,35,89,No,430 ml,4.6,603,5,detergent,310
Surf Excel Matic Top Load Detergent Liquid Refill,439,81,81,No,2 l,4.4,956,5,detergent,358
Ariel Stain Removal Top Load Washing Machine Detergent Liquid Combo,658,104,84,No,2 l,4.3,324,5,detergent,554
Ariel Matic Top Load Detergent Powder,1190,400,66,No,2 l,4.3,767,5,detergent,790
Rin Detergent Bar Combo,300,42,86,No,2 l,4.6,434,5,detergent,258
Ariel Matic Front Load Detergent Powder Combo,1320,438,66,No,2 l,4.7,272,5,detergent,882
Ariel Complete Detergent Powder,684,82,88,No,2 l,4.3,993,5,detergent,602
Ujala Front Load Detergent Liquid,340,84,75,No,2 l,4.5,818,20,detergent,256
Ujala Front Load Liquid Detergent Refill for Tough Dirt Removal and Colour Care,720,302,58,No,4 l,4.8,188,5,detergent,418
Surf Excel Matic Front Load Detergent Liquid,799,156,80,No,4 l,4.7,799,5,detergent,643
Surf Excel Detergent Bar Combo,256,30,88,No,1 l,4.3,662,5,detergent,226
Comfort After Wash Morning Fresh Fabric Conditioner,460,73,84,No,860 ml,4.4,514,5,detergent,387
Ariel Stain Removal Top Load Washing Machine Detergent Liquid Combo,1198,442,63,No,3 l,4.4,93,5,detergent,756
Beco Top Load Laundry Detergent Liquid,425,201,52,No,960 ml,4.7,99,5,detergent,224
Ariel Stain Removal Front Load Washing Machine Detergent Liquid Combo,758,140,81,No,3 l,4.7,293,5,detergent,618
Beco Front Load Laundry Detergent Liquid,455,214,52,No,960 ml,4.6,185,5,detergent,241
Surf Excel Matic Front Load Detergent Liquid Refill,619,98,84,No,2 l,4.6,314,5,detergent,521
Surf Excel Matic Top Load Detergent Powder,1375,345,74,No,5 kg,4.5,853,5,detergent,1030
Henko Matic Front Load Detergent Liquid,490,134,72,No,2 l,4.9,344,5,detergent,356
SafeWash Top Load Matic Premium Detergent Liquid,860,350,59,No,2 l,4.5,604,5,detergent,510
Surf Excel Easy Wash Detergent Powder Combo,1540,406,73,No,4 l,4.2,767,5,detergent,1134
Vanish WHite Chlorine Bleach,530,90,83,No,5 l,4.3,924,5,detergent,440
Henko Matic Top Load Detergent Powder,1375,499,63,No,6 kg,4.3,467,20,detergent,876
Surf Excel Detergent Bar Combo,384,45,88,No,1 l,4.5,407,5,detergent,339
Surf Excel Matic Top Load Detergent Liquid Combo,1146,258,77,No,2 l,4.4,564,5,detergent,888
Surf Excel Matic Front Load Detergent Liquid Combo,1078,142,86,No,3 l,4.2,232,5,detergent,936
Comfort After Wash Morning Fresh Fabric Conditioner,490,82,83,No,860 ml,4.7,271,5,detergent,408
Surf Excel Matic Top Load Detergent Liquid Refill,377,35,90,No,1 l,4.5,86,5,detergent,342
Surf Excel Matic Front Load Liquid Detergent,799,167,79,No,2 l,4.2,848,5,detergent,632
Ariel Stain Removal Front Load Washing Machine Detergent Liquid Combo,1370,438,68,No,3 l,4.6,799,5,detergent,932
Ariel Complete Detergent Powder,2900,1,99,No,4 l,4.2,330,5,detergent,2899
Surf Excel Matic Top Load Liquid Detergent,754,162,78,No,2 l,4.5,762,5,detergent,592
Comfort After Wash Morning Fresh Fabric Conditioner,599,124,79,No,860 ml,4.3,748,5,detergent,475
Comfort After Wash Morning Fresh Fabric Conditioner,554,119,78,No,860 ml,4.7,68,5,detergent,435
Surf Excel Matic Top Load Detergent Liquid Refill,460,73,84,No,1 l,4.3,540,5,detergent,387
Ariel Matic Front Load Detergent Powder Combo,1980,657,66,No,2 l,4.7,912,5,detergent,1323
Surf Excel Matic Front Load Detergent Liquid,1303,270,79,No,5 l,4.2,201,5,detergent,1033
Dr. Beckmann Magic Leaves Laundry Detergent Sheets,999,280,71,No,1 l,4.5,131,20,detergent,719
Surf Excel Matic Top Load Detergent Liquid Refill,754,162,78,No,2 l,4.3,306,5,detergent,592
Dr. Beckmann Magic Leaves Laundry Detergent Sheets,999,280,71,No,100 g,4.7,114,20,detergent,719
Surf Excel Matic Top Load Detergent Liquid Refill,660,116,82,No,1 l,4.7,966,5,detergent,544
Surf Excel Matic Front Load Detergent Liquid,1303,270,79,No,5 l,4.5,669,5,detergent,1033
Surf Excel Matic Top Load Detergent Liquid,1185,261,77,No,5 l,4.5,979,5,detergent,924
Surf Excel Matic Top Load Detergent Liquid,1175,269,77,No,5 l,4.5,885,5,detergent,906
Surf Excel Matic Front Load Detergent Liquid,1293,274,78,No,5 l,4.4,341,5,detergent,1019
Surf Excel Matic Top Load Detergent Liquid,1185,261,77,No,5 l,4.3,298,5,detergent,924
Banana Robusta,31,11,64,No,100 g,4.5,31,7,fruits,20
Guava,64,21,67,No,250 g,4.5,500,7,fruits,43
Baby Apple Shimla,139,30,78,No,250 g,4.5,500,7,fruits,109
Indian Red Dragon Fruit,101,37,63,No,250 g,4.5,101,7,fruits,64
Pineapple Slice,86,20,76,No,250 g,4.5,175,7,fruits,66
Grapes Bengalore Blue,90,32,64,No,250 g,4.5,500,7,fruits,58
Watermelon Kiran,132,30,77,No,250 g,4.5,132,7,fruits,102
Mosambi,57,13,77,No,250 g,4.5,500,7,fruits,44
Guava Thai,43,18,58,No,250 g,4.5,43,7,fruits,25
Pomegranate Premium,170,60,64,No,250 g,4.5,170,7,fruits,110
Apple Shimla,128,27,78,No,250 g,4.5,128,7,fruits,101
Papaya,90,32,64,No,250 g,4.5,90,7,fruits,58
Apple Shimla,197,73,62,No,250 g,4.5,197,7,fruits,124
